,date,sym,volume,volume_prev_5d_avg
117626,2019-02-26,002049.SZ,42080973.0,28500893.2
121082,2019-02-27,002049.SZ,25832067.0,31400052.6
124538,2019-02-28,002049.SZ,18480660.0,32680851.2
127994,2019-03-01,002049.SZ,15429840.0,30788482.8
131451,2019-03-04,002049.SZ,35240329.0,29195255.6
134908,2019-03-05,002049.SZ,48509031.0,27412773.8
138365,2019-03-06,002049.SZ,42342751.0,28698385.4
141822,2019-03-07,002049.SZ,33837722.0,32000522.2
145279,2019-03-08,002049.SZ,73607944.0,35071934.6
148736,2019-03-11,002049.SZ,55908913.0,46707555.4
152194,2019-03-12,002049.SZ,56924367.00000001,50841272.2
155652,2019-03-13,002049.SZ,42825329.0,52524339.4
159110,2019-03-14,002049.SZ,30064049.0,52620855.0
162569,2019-03-15,002049.SZ,20084903.0,51866120.4
166029,2019-03-18,002049.SZ,19923544.0,41161512.2
169489,2019-03-19,002049.SZ,22718139.0,33964438.4
172950,2019-03-20,002049.SZ,17545648.0,27123192.8
176411,2019-03-21,002049.SZ,30153085.0,22067256.6
179872,2019-03-22,002049.SZ,22816414.0,22085063.8
183334,2019-03-25,002049.SZ,28721682.0,22631366.0
186797,2019-03-26,002049.SZ,26379979.0,24390993.6
190262,2019-03-27,002049.SZ,20391940.0,25123361.6
193727,2019-03-28,002049.SZ,41396684.0,25692620.0
197193,2019-03-29,002049.SZ,78170690.0,27941339.8
200660,2019-04-01,002049.SZ,65323528.0,39012195.0
204127,2019-04-02,002049.SZ,79042250.0,46332564.2
207595,2019-04-03,002049.SZ,43184787.0,56865018.4
211063,2019-04-04,002049.SZ,38287250.0,61423587.8
214531,2019-04-08,002049.SZ,42856833.0,60801701.0
217999,2019-04-09,002049.SZ,21697255.0,53738929.6
221467,2019-04-10,002049.SZ,25383141.0,45013675.0
224935,2019-04-11,002049.SZ,24406548.0,34281853.2
228403,2019-04-12,002049.SZ,11104772.0,30526205.4
231872,2019-04-15,002049.SZ,18668550.0,25089709.8
235343,2019-04-16,002049.SZ,27983479.0,20252053.2
238815,2019-04-17,002049.SZ,21726903.0,21509298.0
242287,2019-04-18,002049.SZ,13669876.999999998,20778050.4
245759,2019-04-19,002049.SZ,16305110.0,18630716.2
249232,2019-04-22,002049.SZ,17921975.0,19670783.8
252706,2019-04-23,002049.SZ,23100360.0,19521468.8
256180,2019-04-24,002049.SZ,25756939.0,18544845.0
259654,2019-04-25,002049.SZ,21386471.0,19350852.2
263129,2019-04-26,002049.SZ,14845913.0,20894171.0
266605,2019-04-29,002049.SZ,17663023.0,20602331.6
270082,2019-04-30,002049.SZ,12576378.0,20550541.2
4019,2019-01-03,002157.SZ,33524512.0,22330639.0
7454,2019-01-04,002157.SZ,38268666.0,27927575.5
10889,2019-01-07,002157.SZ,39316370.0,31374605.666666668
14324,2019-01-08,002157.SZ,23479410.0,33360046.75
17761,2019-01-09,002157.SZ,30859970.0,31383919.4
21198,2019-01-10,002157.SZ,34089180.0,33089785.6
24635,2019-01-11,002157.SZ,26763173.0,33202719.2
28073,2019-01-14,002157.SZ,33710107.0,30901620.6
31511,2019-01-15,002157.SZ,27476820.0,29780368.0
34949,2019-01-16,002157.SZ,24823685.0,30579850.0
38389,2019-01-17,002157.SZ,20431997.0,29372593.0
41831,2019-01-18,002157.SZ,23201449.0,26641156.4
45274,2019-01-21,002157.SZ,51175167.0,25928811.6
48718,2019-01-22,002157.SZ,25848520.0,29421823.6
52163,2019-01-23,002157.SZ,44273914.0,29096163.6
55609,2019-01-24,002157.SZ,47169996.0,32986209.4
59055,2019-01-25,002157.SZ,20570590.0,38333809.2
62502,2019-01-28,002157.SZ,20987419.0,37807637.4
65950,2019-01-29,002157.SZ,25755374.0,31770087.8
69399,2019-01-30,002157.SZ,29535643.0,31751458.6
72849,2019-01-31,002157.SZ,19283029.0,28803804.4
76299,2019-02-01,002157.SZ,20184090.0,23226411.0
79750,2019-02-11,002157.SZ,34877877.0,23149111.0
83201,2019-02-12,002157.SZ,55992888.0,25927202.6
86652,2019-02-13,002157.SZ,69376825.0,31974705.4
90103,2019-02-14,002157.SZ,62132149.0,39942941.8
93554,2019-02-15,002157.SZ,96833490.0,48512765.8
97006,2019-02-18,002157.SZ,88070616.0,63842645.8
100459,2019-02-19,002157.SZ,69432252.0,74481193.6
103912,2019-02-20,002157.SZ,106297616.0,77169066.4
107365,2019-02-21,002157.SZ,99598658.0,84553224.6
110818,2019-02-22,002157.SZ,112566453.0,92046526.4
114273,2019-02-25,002157.SZ,153891014.0,95193119.0
117728,2019-02-26,002157.SZ,115627949.0,108357198.6
121184,2019-02-27,002157.SZ,136067411.0,117596338.0
124640,2019-02-28,002157.SZ,128402097.0,123550297.0
128096,2019-03-01,002157.SZ,108569811.0,129310984.8
131553,2019-03-04,002157.SZ,89418548.0,128511656.4
135010,2019-03-05,002157.SZ,141419204.0,115617163.2
138467,2019-03-06,002157.SZ,100920539.0,120775414.2
141924,2019-03-07,002157.SZ,116830635.0,113746039.8
145381,2019-03-08,002157.SZ,136452578.0,111431747.4
148838,2019-03-11,002157.SZ,144593330.0,117008300.8
152296,2019-03-12,002157.SZ,136211124.0,128043257.2
155754,2019-03-13,002157.SZ,132026198.0,127001641.2
159212,2019-03-14,002157.SZ,131720332.0,133222773.0
162671,2019-03-15,002157.SZ,97488549.0,136200712.4
166131,2019-03-18,002157.SZ,108370171.0,128407906.6
169591,2019-03-19,002157.SZ,89113361.0,121163274.8
173052,2019-03-20,002157.SZ,106254296.0,111743722.2
176513,2019-03-21,002157.SZ,88627259.0,106589341.8
179974,2019-03-22,002157.SZ,96533640.0,97970727.2
183436,2019-03-25,002157.SZ,63961210.0,97779745.4
186899,2019-03-26,002157.SZ,88661794.0,88897953.2
190364,2019-03-27,002157.SZ,70690624.0,88807639.8
193829,2019-03-28,002157.SZ,79638627.0,81694905.4
197295,2019-03-29,002157.SZ,99387822.0,79897179.0
200762,2019-04-01,002157.SZ,82768478.0,80468015.4
204229,2019-04-02,002157.SZ,139206133.0,84229469.0
207697,2019-04-03,002157.SZ,69360403.0,94338336.8
211165,2019-04-04,002157.SZ,94427978.0,94072292.6
214633,2019-04-08,002157.SZ,107296822.0,97030162.8
218101,2019-04-09,002157.SZ,83703331.0,98611962.8
221569,2019-04-10,002157.SZ,61969512.0,98798933.4
225037,2019-04-11,002157.SZ,68083514.0,83351609.2
228505,2019-04-12,002157.SZ,78327558.0,83096231.4
231974,2019-04-15,002157.SZ,68049448.0,79876147.4
235445,2019-04-16,002157.SZ,91932054.0,72026672.6
238917,2019-04-17,002157.SZ,95358843.0,73672417.2
242389,2019-04-18,002157.SZ,59031435.0,80350283.4
245861,2019-04-19,002157.SZ,38757613.0,78539867.6
249334,2019-04-22,002157.SZ,104612871.0,70625878.6
252808,2019-04-23,002157.SZ,88320831.0,77938563.2
256282,2019-04-24,002157.SZ,83899477.0,77216318.6
259756,2019-04-25,002157.SZ,111156950.0,74924445.4
263231,2019-04-26,002157.SZ,80172971.0,85349548.4
266707,2019-04-29,002157.SZ,71054299.0,93632620.0
270184,2019-04-30,002157.SZ,94875870.0,86920905.6
4057,2019-01-03,002195.SZ,30861104.0,30156563.0
7492,2019-01-04,002195.SZ,58019718.99999999,30508833.5
10927,2019-01-07,002195.SZ,58187930.00000001,39679128.666666664
14362,2019-01-08,002195.SZ,38190988.0,44306329.0
17799,2019-01-09,002195.SZ,61428464.0,43083260.8
21236,2019-01-10,002195.SZ,39452895.0,49337641.0
24673,2019-01-11,002195.SZ,36579249.0,51055999.2
28111,2019-01-14,002195.SZ,35336921.0,46767905.2
31549,2019-01-15,002195.SZ,69189959.0,42197703.4
34987,2019-01-16,002195.SZ,93050650.0,48397497.6
38427,2019-01-17,002195.SZ,47151246.0,54721934.8
41869,2019-01-18,002195.SZ,37636993.0,56261605.0
45312,2019-01-21,002195.SZ,46045436.0,56473153.8
48756,2019-01-22,002195.SZ,47488235.0,58614856.8
52201,2019-01-23,002195.SZ,22700244.0,54274512.0
55647,2019-01-24,002195.SZ,43078227.0,40204430.8
59093,2019-01-25,002195.SZ,33560516.0,39389827.0
62540,2019-01-28,002195.SZ,35705852.0,38574531.6
65988,2019-01-29,002195.SZ,51577936.0,36506614.8
69437,2019-01-30,002195.SZ,37656173.0,37324555.0
72887,2019-01-31,002195.SZ,71010120.0,40315740.8
76337,2019-02-01,002195.SZ,47478837.0,45902119.4
79788,2019-02-11,002195.SZ,69097478.0,48685783.6
83239,2019-02-12,002195.SZ,54744336.0,55364108.8
86690,2019-02-13,002195.SZ,147890351.0,55997388.8
90141,2019-02-14,002195.SZ,77913439.0,78044224.4
93592,2019-02-15,002195.SZ,82697611.0,79424888.2
97044,2019-02-18,002195.SZ,113341418.0,86468643.0
100497,2019-02-19,002195.SZ,202418723.0,95317431.0
103950,2019-02-20,002195.SZ,122090274.0,124852308.4
107403,2019-02-21,002195.SZ,129589080.0,119692293.0
110856,2019-02-22,002195.SZ,190007391.0,130027421.2
114311,2019-02-25,002195.SZ,395224179.0,151489377.2
117766,2019-02-26,002195.SZ,461199964.0,207865929.4
121222,2019-02-27,002195.SZ,308749454.0,259622177.6
124678,2019-02-28,002195.SZ,302874539.0,296954013.6
128134,2019-03-01,002195.SZ,214629216.0,331611105.4
131591,2019-03-04,002195.SZ,344774821.0,336535470.4
135048,2019-03-05,002195.SZ,305949132.0,326445598.8
138505,2019-03-06,002195.SZ,421859345.0,295395432.4
141962,2019-03-07,002195.SZ,348852920.0,318017410.6
145419,2019-03-08,002195.SZ,419412443.0,327213086.8
148876,2019-03-11,002195.SZ,403524626.0,368169732.2
152334,2019-03-12,002195.SZ,376219878.0,379919693.2
155792,2019-03-13,002195.SZ,668120953.0,393973842.4
159250,2019-03-14,002195.SZ,482794872.0,443226164.0
162709,2019-03-15,002195.SZ,305449489.0,470014554.4
166169,2019-03-18,002195.SZ,316736716.0,447221963.6
169629,2019-03-19,002195.SZ,366207710.0,429864381.6
173090,2019-03-20,002195.SZ,777264975.0,427861948.0
176551,2019-03-21,002195.SZ,777052146.0,449690752.4
180012,2019-03-22,002195.SZ,499264637.0,508542207.2
183474,2019-03-25,002195.SZ,293057841.0,547305236.8
186937,2019-03-26,002195.SZ,332204785.0,542569461.8
190402,2019-03-27,002195.SZ,360745079.0,535768876.8
193867,2019-03-28,002195.SZ,262489146.0,452464897.6
197333,2019-03-29,002195.SZ,349563020.0,349552297.6
200800,2019-04-01,002195.SZ,465634298.00000006,319611974.2
204267,2019-04-02,002195.SZ,409193674.0,354127265.6
207735,2019-04-03,002195.SZ,254207688.0,369525043.4
211203,2019-04-04,002195.SZ,249481073.0,348217565.2
214671,2019-04-08,002195.SZ,248610842.0,345615950.6
218139,2019-04-09,002195.SZ,188461355.0,325425515.0
221607,2019-04-10,002195.SZ,197710148.0,269990926.4
225075,2019-04-11,002195.SZ,161498486.0,227694221.2
228543,2019-04-12,002195.SZ,111746319.0,209152380.8
232012,2019-04-15,002195.SZ,252289156.0,181605430.0
235483,2019-04-16,002195.SZ,192598997.0,182341092.8
238955,2019-04-17,002195.SZ,180762629.0,183168621.2
242427,2019-04-18,002195.SZ,211935617.0,179779117.4
245899,2019-04-19,002195.SZ,135140523.0,189866543.6
249372,2019-04-22,002195.SZ,194955170.0,194545384.4
252846,2019-04-23,002195.SZ,177098317.0,183078587.2
256320,2019-04-24,002195.SZ,137573990.0,179978451.2
259794,2019-04-25,002195.SZ,135414211.0,171340723.4
263269,2019-04-26,002195.SZ,142074217.0,156036442.2
266745,2019-04-29,002195.SZ,176077851.0,157423181.0
270222,2019-04-30,002195.SZ,138457330.0,153647717.2
4079,2019-01-03,002217.SZ,47927872.0,59390134.0
7514,2019-01-04,002217.SZ,87769544.0,53659003.0
10949,2019-01-07,002217.SZ,67765103.0,65029183.333333336
14384,2019-01-08,002217.SZ,194464446.0,65713163.25
17821,2019-01-09,002217.SZ,141839348.0,91463419.8
21258,2019-01-10,002217.SZ,133440930.0,107953262.6
24695,2019-01-11,002217.SZ,226507309.0,125055874.2
28133,2019-01-14,002217.SZ,256195785.0,152803427.2
31571,2019-01-15,002217.SZ,134386965.0,190489563.6
35009,2019-01-16,002217.SZ,118054204.0,178474067.4
38449,2019-01-17,002217.SZ,133697249.0,173717038.6
41891,2019-01-18,002217.SZ,161906700.0,173768302.4
45334,2019-01-21,002217.SZ,135651084.0,160848180.6
48778,2019-01-22,002217.SZ,96804677.0,136739240.4
52223,2019-01-23,002217.SZ,68776044.0,129222782.8
55669,2019-01-24,002217.SZ,155563183.0,119367150.8
59115,2019-01-25,002217.SZ,212362575.0,123740337.6
62562,2019-01-28,002217.SZ,123599298.0,133831512.6
66010,2019-01-29,002217.SZ,127067612.0,131421155.4
69459,2019-01-30,002217.SZ,87886575.0,137473742.4
72909,2019-01-31,002217.SZ,140706963.0,141295848.6
76359,2019-02-01,002217.SZ,119135038.0,138324604.6
79810,2019-02-11,002217.SZ,196963381.0,119679097.2
83261,2019-02-12,002217.SZ,211703055.0,134351913.8
86712,2019-02-13,002217.SZ,209463865.0,151279002.4
90163,2019-02-14,002217.SZ,162283145.0,175594460.4
93614,2019-02-15,002217.SZ,234202559.0,179909696.8
97066,2019-02-18,002217.SZ,204483052.0,202923201.0
100519,2019-02-19,002217.SZ,194475920.0,204427135.2
103972,2019-02-20,002217.SZ,227947471.0,200981708.2
107425,2019-02-21,002217.SZ,220855644.0,204678429.4
110878,2019-02-22,002217.SZ,184556013.0,216392929.2
114333,2019-02-25,002217.SZ,232338122.00000003,206463620.0
117788,2019-02-26,002217.SZ,201319105.0,212034634.0
121244,2019-02-27,002217.SZ,170488961.0,213403271.0
124700,2019-02-28,002217.SZ,98249325.0,201911569.0
128156,2019-03-01,002217.SZ,85322953.0,177390305.2
131613,2019-03-04,002217.SZ,216256068.00000003,157543693.2
135070,2019-03-05,002217.SZ,198600857.0,154327282.4
138527,2019-03-06,002217.SZ,187408643.0,153783632.8
141984,2019-03-07,002217.SZ,148756799.0,157167569.2
145441,2019-03-08,002217.SZ,209082709.0,167269064.0
148898,2019-03-11,002217.SZ,236511345.00000003,192021015.2
152356,2019-03-12,002217.SZ,206866697.0,196072070.60000002
155814,2019-03-13,002217.SZ,188684044.0,197725238.6
159272,2019-03-14,002217.SZ,147126716.0,197980318.8
162731,2019-03-15,002217.SZ,105525983.0,197654302.2
166191,2019-03-18,002217.SZ,77749428.0,176942957.0
169651,2019-03-19,002217.SZ,79451301.0,145190573.6
173112,2019-03-20,002217.SZ,87616690.0,119707494.4
176573,2019-03-21,002217.SZ,90486623.0,99494023.6
180034,2019-03-22,002217.SZ,73346888.0,88166005.0
183496,2019-03-25,002217.SZ,79765923.0,81730186.0
186959,2019-03-26,002217.SZ,116620547.0,82133485.0
190424,2019-03-27,002217.SZ,91677036.0,89567334.2
193889,2019-03-28,002217.SZ,95099741.0,90379403.4
197355,2019-03-29,002217.SZ,112671911.0,91302027.0
200822,2019-04-01,002217.SZ,111391135.0,99167031.6
204289,2019-04-02,002217.SZ,105209297.0,105492074.0
207757,2019-04-03,002217.SZ,147608102.0,103209824.0
211225,2019-04-04,002217.SZ,84125237.0,114396037.2
214693,2019-04-08,002217.SZ,113496371.0,112201136.4
218161,2019-04-09,002217.SZ,53626601.0,112366028.4
221629,2019-04-10,002217.SZ,68523071.0,100813121.6
225097,2019-04-11,002217.SZ,131564551.0,93475876.4
228565,2019-04-12,002217.SZ,46317249.0,90267166.2
232034,2019-04-15,002217.SZ,61451892.00000001,82705568.6
235505,2019-04-16,002217.SZ,74473981.0,72296672.8
238977,2019-04-17,002217.SZ,74601987.0,76466148.8
242449,2019-04-18,002217.SZ,57500339.0,77681932.0
245921,2019-04-19,002217.SZ,55107321.0,62869089.6
249394,2019-04-22,002217.SZ,67997049.0,64627104.0
252868,2019-04-23,002217.SZ,51799762.0,65936135.4
256342,2019-04-24,002217.SZ,47419396.0,61401291.6
259816,2019-04-25,002217.SZ,52080417.0,55964773.4
263291,2019-04-26,002217.SZ,44310654.0,54880789.0
266767,2019-04-29,002217.SZ,55383306.00000001,52721455.6
270244,2019-04-30,002217.SZ,32493851.0,50198707.0
4091,2019-01-03,002230.SZ,41748458.0,32894190.000000004
7526,2019-01-04,002230.SZ,68481699.0,37321324.0
10961,2019-01-07,002230.SZ,81114177.0,47708115.666666664
14396,2019-01-08,002230.SZ,57752434.0,56059631.0
17833,2019-01-09,002230.SZ,46291799.0,56398191.6
21270,2019-01-10,002230.SZ,52383143.0,59077713.4
24707,2019-01-11,002230.SZ,45825202.0,61204650.4
28145,2019-01-14,002230.SZ,27556902.0,56673351.0
31583,2019-01-15,002230.SZ,42017934.0,45961896.0
35021,2019-01-16,002230.SZ,52064865.0,42814996.0
38461,2019-01-17,002230.SZ,46366608.0,43969609.2
41903,2019-01-18,002230.SZ,30546454.0,42766302.2
45346,2019-01-21,002230.SZ,29891527.0,39710552.6
48790,2019-01-22,002230.SZ,21904519.0,40177477.6
52235,2019-01-23,002230.SZ,19320703.0,36154794.6
55681,2019-01-24,002230.SZ,43413500.0,29605962.2
59127,2019-01-25,002230.SZ,31385296.000000004,29015340.6
62574,2019-01-28,002230.SZ,42267583.0,29183109.0
66022,2019-01-29,002230.SZ,24975935.0,31658320.2
69471,2019-01-30,002230.SZ,56227966.0,32272603.4
72921,2019-01-31,002230.SZ,46567153.0,39654056.0
76371,2019-02-01,002230.SZ,29784622.0,40284786.6
79822,2019-02-11,002230.SZ,33386289.0,39964651.8
83273,2019-02-12,002230.SZ,34198771.0,38188393.0
86724,2019-02-13,002230.SZ,65381688.0,40032960.2
90175,2019-02-14,002230.SZ,42319086.0,41863704.6
93626,2019-02-15,002230.SZ,30399791.0,41014091.2
97078,2019-02-18,002230.SZ,49523409.0,41137125.0
100531,2019-02-19,002230.SZ,57675817.00000001,44364549.0
103984,2019-02-20,002230.SZ,40137205.0,49059958.2
107437,2019-02-21,002230.SZ,44227664.0,44011061.6
110890,2019-02-22,002230.SZ,48050037.0,44392777.2
114345,2019-02-25,002230.SZ,100029366.0,47922826.4
117800,2019-02-26,002230.SZ,133319918.0,58024017.8
121256,2019-02-27,002230.SZ,142704066.0,73152838.0
124712,2019-02-28,002230.SZ,63083153.0,93666210.2
128168,2019-03-01,002230.SZ,54181635.0,97437308.0
131625,2019-03-04,002230.SZ,95258165.0,98663627.6
135082,2019-03-05,002230.SZ,100839324.0,97709387.4
138539,2019-03-06,002230.SZ,90558605.0,91213268.6
141996,2019-03-07,002230.SZ,99160241.0,80784176.4
145453,2019-03-08,002230.SZ,137901785.0,87999594.0
148910,2019-03-11,002230.SZ,99323200.0,104743624.0
152368,2019-03-12,002230.SZ,116410507.0,105556631.0
155826,2019-03-13,002230.SZ,116087712.0,108670867.6
159284,2019-03-14,002230.SZ,71219095.0,113776689.0
162743,2019-03-15,002230.SZ,43900287.0,108188459.8
166203,2019-03-18,002230.SZ,59309028.0,89388160.2
169663,2019-03-19,002230.SZ,65750331.99999999,81385325.8
173124,2019-03-20,002230.SZ,50319282.0,71253290.8
176585,2019-03-21,002230.SZ,45558373.0,58099604.8
180046,2019-03-22,002230.SZ,39828471.0,52967460.4
183508,2019-03-25,002230.SZ,44394456.0,52153097.2
186971,2019-03-26,002230.SZ,39142717.0,49170182.8
190436,2019-03-27,002230.SZ,35841715.0,43848659.8
193901,2019-03-28,002230.SZ,41461883.0,40953146.4
197367,2019-03-29,002230.SZ,49652627.0,40133848.4
200834,2019-04-01,002230.SZ,58393964.0,42098679.6
204301,2019-04-02,002230.SZ,79523721.0,44898581.2
207769,2019-04-03,002230.SZ,44012729.0,52974782.0
211237,2019-04-04,002230.SZ,46380396.0,54608984.8
214705,2019-04-08,002230.SZ,58709317.00000001,55592687.4
218173,2019-04-09,002230.SZ,28656749.0,57404025.4
221641,2019-04-10,002230.SZ,30613112.0,51456582.4
225109,2019-04-11,002230.SZ,40022957.0,41674460.6
228577,2019-04-12,002230.SZ,25158762.0,40876506.2
232046,2019-04-15,002230.SZ,31311858.0,36632179.4
235517,2019-04-16,002230.SZ,38532248.0,31152687.6
238989,2019-04-17,002230.SZ,28382190.000000004,33127787.4
242461,2019-04-18,002230.SZ,25232451.0,32681603.0
245933,2019-04-19,002230.SZ,25465896.0,29723501.8
249406,2019-04-22,002230.SZ,30133318.0,29784928.6
252880,2019-04-23,002230.SZ,23094752.0,29549220.6
256354,2019-04-24,002230.SZ,37147033.0,26461721.400000002
259828,2019-04-25,002230.SZ,31404920.0,28214690.0
263303,2019-04-26,002230.SZ,25872122.0,29449183.8
266779,2019-04-29,002230.SZ,30668116.0,29530429.0
270256,2019-04-30,002230.SZ,18412748.0,29637388.6
4097,2019-01-03,002236.SZ,32034895.0,30693292.0
7532,2019-01-04,002236.SZ,51126378.0,31364093.5
10967,2019-01-07,002236.SZ,65845332.99999999,37951521.666666664
14402,2019-01-08,002236.SZ,31869778.000000004,44924974.5
17839,2019-01-09,002236.SZ,57365581.00000001,42313935.2
21276,2019-01-10,002236.SZ,38451395.0,47648393.0
24713,2019-01-11,002236.SZ,42927231.0,48931693.0
28151,2019-01-14,002236.SZ,32937028.000000004,47291863.6
31589,2019-01-15,002236.SZ,67776254.0,40710202.6
35027,2019-01-16,002236.SZ,52042138.0,47891497.8
38467,2019-01-17,002236.SZ,50463423.0,46826809.2
41909,2019-01-18,002236.SZ,41402414.0,49229214.8
45352,2019-01-21,002236.SZ,40980834.0,48924251.4
48796,2019-01-22,002236.SZ,28147505.0,50533012.6
52241,2019-01-23,002236.SZ,32701376.0,42607262.8
55687,2019-01-24,002236.SZ,38465886.0,38739110.4
59133,2019-01-25,002236.SZ,60873593.99999999,36339603.0
62580,2019-01-28,002236.SZ,85862761.0,40233839.0
66028,2019-01-29,002236.SZ,64044256.00000001,49210224.4
69477,2019-01-30,002236.SZ,30229303.000000004,56389574.6
72927,2019-01-31,002236.SZ,56708109.0,55895160.0
76377,2019-02-01,002236.SZ,147005302.0,59543604.6
79828,2019-02-11,002236.SZ,141250642.0,76769946.2
83279,2019-02-12,002236.SZ,100394836.0,87847522.4
86730,2019-02-13,002236.SZ,131122836.0,95117638.4
90181,2019-02-14,002236.SZ,66899012.0,115296345.0
93632,2019-02-15,002236.SZ,74101284.0,117334525.6
97084,2019-02-18,002236.SZ,85617967.0,102753722.0
100537,2019-02-19,002236.SZ,124049025.0,91627187.0
103990,2019-02-20,002236.SZ,51197551.0,96358024.8
107443,2019-02-21,002236.SZ,96225179.0,80372967.8
110896,2019-02-22,002236.SZ,80354423.0,86238201.2
114351,2019-02-25,002236.SZ,127114004.0,87488829.0
117806,2019-02-26,002236.SZ,76675998.0,95788036.4
121262,2019-02-27,002236.SZ,107765120.0,86313431.0
124718,2019-02-28,002236.SZ,58560963.0,97626944.8
128174,2019-03-01,002236.SZ,72531720.0,90094101.6
131631,2019-03-04,002236.SZ,155224140.0,88529561.0
135088,2019-03-05,002236.SZ,95375214.0,94151588.2
138545,2019-03-06,002236.SZ,105368893.0,97891431.4
142002,2019-03-07,002236.SZ,81243306.0,97412186.0
145459,2019-03-08,002236.SZ,100971331.0,101948654.6
148916,2019-03-11,002236.SZ,122873792.0,107636576.8
152374,2019-03-12,002236.SZ,117642826.0,101166507.2
155832,2019-03-13,002236.SZ,70807314.0,105620029.6
159290,2019-03-14,002236.SZ,57241506.00000001,98707713.8
162749,2019-03-15,002236.SZ,56475401.0,93907353.8
166209,2019-03-18,002236.SZ,54510390.0,85008167.8
169669,2019-03-19,002236.SZ,50164834.0,71335487.4
173130,2019-03-20,002236.SZ,48292429.0,57839889.0
176591,2019-03-21,002236.SZ,43356543.0,53336912.0
180052,2019-03-22,002236.SZ,39529229.0,50559919.4
183514,2019-03-25,002236.SZ,41235812.0,47170685.0
186977,2019-03-26,002236.SZ,40959084.0,44515769.4
190442,2019-03-27,002236.SZ,40930247.0,42674619.4
193907,2019-03-28,002236.SZ,41752330.0,41202183.0
197373,2019-03-29,002236.SZ,65221306.00000001,40881340.4
200840,2019-04-01,002236.SZ,74419737.0,46019755.8
204307,2019-04-02,002236.SZ,57405115.0,52656540.8
207775,2019-04-03,002236.SZ,48036962.0,55945747.0
211243,2019-04-04,002236.SZ,50714770.0,57367090.0
214711,2019-04-08,002236.SZ,56765322.0,59159578.0
218179,2019-04-09,002236.SZ,35496343.0,57468381.2
221647,2019-04-10,002236.SZ,41560357.0,49683702.4
225115,2019-04-11,002236.SZ,42801732.0,46514750.8
228583,2019-04-12,002236.SZ,28232023.0,45467704.8
232052,2019-04-15,002236.SZ,71337801.0,40971155.4
235523,2019-04-16,002236.SZ,58296009.0,43885651.2
238995,2019-04-17,002236.SZ,47877851.0,48445584.4
242467,2019-04-18,002236.SZ,58977547.0,49709083.2
245939,2019-04-19,002236.SZ,37765863.0,52944246.2
249412,2019-04-22,002236.SZ,55933148.0,54851014.2
252886,2019-04-23,002236.SZ,48914743.0,51770083.6
256360,2019-04-24,002236.SZ,39542887.0,49893830.4
259834,2019-04-25,002236.SZ,35227744.0,48226837.6
263309,2019-04-26,002236.SZ,61617438.0,43476877.0
266785,2019-04-29,002236.SZ,58215359.0,48247192.0
270262,2019-04-30,002236.SZ,51431847.0,48703634.2
4113,2019-01-03,002252.SZ,147750671.0,138800250.0
7548,2019-01-04,002252.SZ,190538417.0,143275460.5
10983,2019-01-07,002252.SZ,141528277.0,159029779.33333334
14418,2019-01-08,002252.SZ,128772627.0,154654403.75
17855,2019-01-09,002252.SZ,138443365.0,149478048.4
21292,2019-01-10,002252.SZ,97108821.0,149406671.4
24729,2019-01-11,002252.SZ,74930620.0,139278301.4
28167,2019-01-14,002252.SZ,71726511.0,116156742.0
31605,2019-01-15,002252.SZ,95345400.0,102196388.8
35043,2019-01-16,002252.SZ,66451065.0,95510943.4
38483,2019-01-17,002252.SZ,54853653.0,81112483.4
41925,2019-01-18,002252.SZ,73420278.0,72661449.8
45368,2019-01-21,002252.SZ,59992818.99999999,72359381.4
48812,2019-01-22,002252.SZ,52680710.0,70012643.0
52257,2019-01-23,002252.SZ,57393737.0,61479705.0
55703,2019-01-24,002252.SZ,40479638.0,59668239.4
59149,2019-01-25,002252.SZ,96463574.0,56793436.4
62596,2019-01-28,002252.SZ,55026225.0,61402095.6
66044,2019-01-29,002252.SZ,39398756.0,60408776.8
69493,2019-01-30,002252.SZ,43378399.0,57752386.0
72943,2019-01-31,002252.SZ,56077301.0,54949318.4
76393,2019-02-01,002252.SZ,58386938.0,58068851.0
79844,2019-02-11,002252.SZ,46918948.0,50453523.8
83295,2019-02-12,002252.SZ,66335381.99999999,48832068.4
86746,2019-02-13,002252.SZ,65414759.0,54219393.6
90197,2019-02-14,002252.SZ,116964020.0,58626665.6
93648,2019-02-15,002252.SZ,179556268.0,70804009.4
97100,2019-02-18,002252.SZ,170992617.0,95037875.4
100553,2019-02-19,002252.SZ,207916555.0,119852609.2
104006,2019-02-20,002252.SZ,174257549.0,148168843.8
107459,2019-02-21,002252.SZ,149833630.0,169937401.8
110912,2019-02-22,002252.SZ,120466590.0,176511323.8
114367,2019-02-25,002252.SZ,167794044.0,164693388.2
117822,2019-02-26,002252.SZ,178387844.0,164053673.6
121278,2019-02-27,002252.SZ,110056804.0,158147931.4
124734,2019-02-28,002252.SZ,186788400.0,145307782.4
128190,2019-03-01,002252.SZ,168450063.0,152698736.4
145475,2019-03-08,002252.SZ,143716498.0,162295431.0
148932,2019-03-11,002252.SZ,251307244.0,157479921.8
152390,2019-03-12,002252.SZ,233362940.0,172063801.8
155848,2019-03-13,002252.SZ,150244456.0,196725029.0
159306,2019-03-14,002252.SZ,138893005.0,189416240.2
162765,2019-03-15,002252.SZ,97983142.0,183504828.6
166225,2019-03-18,002252.SZ,144656850.0,174358157.4
